Age,Attrition,BusinessTravel,,Department,DistanceFromHome,EducationField,EmployeeNumber,Gender,HourlyRate,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,WorkLifeBalance rating ,YearsAtCompany,YearsSinceLastPromotion,satisfaction_level,salary,RetirementYear
,,,,,,,,,,,,,,,,,,,,,,53%,low,
,,,,,,,,,,,,,,,,,,,,,,69%,low,
,,,,,,,,,,,,,,,,,,,,,,66%,low,
,,,,,,,,,,,,,,,,,,,,,,89%,low,
,,,,,,,,,,,,,,,,,,,,,,74%,low,
,,,,,,,,,,,,,,,,,,,,,,82%,low,
,,,,,,,,,,,,,,,,,,,,,,66%,low,
,,,,,,,,,,,,,,,,,,,,,,59%,low,
,,,,,,,,,,,,,,,,,,,,,,13%,low,
,,,,,,,,,,,,,,,,,,,,,,68%,low,
,,,,,,,,,,,,,,,,,,,,,,50%,low,
,,,,,,,,,,,,,,,,,,,,,,60%,low,
,,,,,,,,,,,,,,,,,,,,,,87%,low,
,,,,,,,,,,,,,,,,,,,,,,51%,low,
,,,,,,,,,,,,,,,,,,,,,,78%,low,
,,,,,,,,,,,,,,,,,,,,,,66%,medium,
,,,,,,,,,,,,,,,,,,,,,,72%,medium,
,,,,,,,,,,,,,,,,,,,,,,57%,medium,
,,,,,,,,,,,,,,,,,,,,,,50%,medium,
,,,,,,,,,,,,,,,,,,,,,,72%,medium,
,,,,,,,,,,,,,,,,,,,,,,41%,medium,
,,,,,,,,,,,,,,,,,,,,,,55%,medium,
,,,,,,,,,,,,,,,,,,,,,,49%,medium,
,,,,,,,,,,,,,,,,,,,,,,80%,medium,
,,,,,,,,,,,,,,,,,,,,,,78%,medium,
,,,,,,,,,,,,,,,,,,,,,,69%,medium,
,,,,,,,,,,,,,,,,,,,,,,83%,medium,
,,,,,,,,,,,,,,,,,,,,,,89%,high,
,,,,,,,,,,,,,,,,,,,,,,94%,low,
,,,,,,,,,,,,,,,,,,,,,,51%,medium,
,,,,,,,,,,,,,,,,,,,,,,89%,medium,
,,,,,,,,,,,,,,,,,,,,,,99%,medium,
,,,,,,,,,,,,,,,,,,,,,,79%,medium,
,,,,,,,,,,,,,,,,,,,,,,98%,low,
,,,,,,,,,,,,,,,,,,,,,,98%,low,
,,,,,,,,,,,,,,,,,,,,,,97%,low,
,,,,,,,,,,,,,,,,,,,,,,71%,low,
,,,,,,,,,,,,,,,,,,,,,,49%,low,
,,,,,,,,,,,,,,,,,,,,,,72%,low,
,,,,,,,,,,,,,,,,,,,,,,58%,low,
,,,,,,,,,,,,,,,,,,,,,,65%,low,
,,,,,,,,,,,,,,,,,,,,,,18%,low,
,,,,,,,,,,,,,,,,,,,,,,83%,low,
,,,,,,,,,,,,,,,,,,,,,,20%,low,
,,,,,,,,,,,,,,,,,,,,,,96%,low,
,,,,,,,,,,,,,,,,,,,,,,59%,low,
,,,,,,,,,,,,,,,,,,,,,,97%,low,
,,,,,,,,,,,,,,,,,,,,,,14%,low,
,,,,,,,,,,,,,,,,,,,,,,75%,low,
,,,,,,,,,,,,,,,,,,,,,,71%,low,
,,,,,,,,,,,,,,,,,,,,,,84%,low,
,,,,,,,,,,,,,,,,,,,,,,57%,medium,
,,,,,,,,,,,,,,,,,,,,,,46%,medium,
,,,,,,,,,,,,,,,,,,,,,,77%,medium,
,,,,,,,,,,,,,,,,,,,,,,44%,medium,
,,,,,,,,,,,,,,,,,,,,,,68%,medium,
,,,,,,,,,,,,,,,,,,,,,,94%,medium,
,,,,,,,,,,,,,,,,,,,,,,73%,medium,
,,,,,,,,,,,,,,,,,,,,,,51%,medium,
,,,,,,,,,,,,,,,,,,,,,,93%,medium,
,,,,,,,,,,,,,,,,,,,,,,74%,medium,
,,,,,,,,,,,,,,,,,,,,,,82%,medium,
,,,,,,,,,,,,,,,,,,,,,,86%,medium,
,,,,,,,,,,,,,,,,,,,,,,99%,high,
,,,,,,,,,,,,,,,,,,,,,,58%,low,
,,,,,,,,,,,,,,,,,,,,,,96%,medium,
,,,,,,,,,,,,,,,,,,,,,,72%,medium,
,,,,,,,,,,,,,,,,,,,,,,23%,medium,
,,,,,,,,,,,,,,,,,,,,,,99%,medium,
,,,,,,,,,,,,,,,,,,,,,,95%,low,
,,,,,,,,,,,,,,,,,,,,,,75%,low,
,,,,,,,,,,,,,,,,,,,,,,95%,low,
,,,,,,,,,,,,,,,,,,,,,,97%,low,
,,,,,,,,,,,,,,,,,,,,,,98%,low,
,,,,,,,,,,,,,,,,,,,,,,79%,low,
,,,,,,,,,,,,,,,,,,,,,,54%,low,
,,,,,,,,,,,,,,,,,,,,,,51%,low,
,,,,,,,,,,,,,,,,,,,,,,83%,low,
,,,,,,,,,,,,,,,,,,,,,,60%,low,
,,,,,,,,,,,,,,,,,,,,,,58%,low,
,,,,,,,,,,,,,,,,,,,,,,55%,low,
,,,,,,,,,,,,,,,,,,,,,,50%,low,
,,,,,,,,,,,,,,,,,,,,,,46%,low,
,,,,,,,,,,,,,,,,,,,,,,61%,low,
,,,,,,,,,,,,,,,,,,,,,,91%,low,
,,,,,,,,,,,,,,,,,,,,,,50%,low,
,,,,,,,,,,,,,,,,,,,,,,75%,low,
,,,,,,,,,,,,,,,,,,,,,,74%,low,
,,,,,,,,,,,,,,,,,,,,,,62%,low,
,,,,,,,,,,,,,,,,,,,,,,87%,low,
,,,,,,,,,,,,,,,,,,,,,,13%,medium,
,,,,,,,,,,,,,,,,,,,,,,71%,medium,
,,,,,,,,,,,,,,,,,,,,,,70%,medium,
,,,,,,,,,,,,,,,,,,,,,,32%,medium,
,,,,,,,,,,,,,,,,,,,,,,84%,medium,
,,,,,,,,,,,,,,,,,,,,,,79%,medium,
,,,,,,,,,,,,,,,,,,,,,,97%,medium,
,,,,,,,,,,,,,,,,,,,,,,76%,medium,
,,,,,,,,,,,,,,,,,,,,,,97%,medium,
,,,,,,,,,,,,,,,,,,,,,,53%,medium,
,,,,,,,,,,,,,,,,,,,,,,61%,medium,
,,,,,,,,,,,,,,,,,,,,,,94%,medium,
,,,,,,,,,,,,,,,,,,,,,,52%,high,
,,,,,,,,,,,,,,,,,,,,,,91%,low,
,,,,,,,,,,,,,,,,,,,,,,52%,medium,
,,,,,,,,,,,,,,,,,,,,,,59%,medium,
,,,,,,,,,,,,,,,,,,,,,,61%,medium,
,,,,,,,,,,,,,,,,,,,,,,78%,medium,
,,,,,,,,,,,,,,,,,,,,,,44%,low,
,,,,,,,,,,,,,,,,,,,,,,80%,low,
,,,,,,,,,,,,,,,,,,,,,,54%,low,
,,,,,,,,,,,,,,,,,,,,,,96%,low,
,,,,,,,,,,,,,,,,,,,,,,98%,low,
,,,,,,,,,,,,,,,,,,,,,,83%,low,
,,,,,,,,,,,,,,,,,,,,,,64%,low,
,,,,,,,,,,,,,,,,,,,,,,51%,low,
,,,,,,,,,,,,,,,,,,,,,,31%,low,
,,,,,,,,,,,,,,,,,,,,,,53%,low,
,,,,,,,,,,,,,,,,,,,,,,81%,low,
,,,,,,,,,,,,,,,,,,,,,,17%,low,
,,,,,,,,,,,,,,,,,,,,,,72%,low,
,,,,,,,,,,,,,,,,,,,,,,49%,low,
,,,,,,,,,,,,,,,,,,,,,,81%,low,
,,,,,,,,,,,,,,,,,,,,,,75%,low,
,,,,,,,,,,,,,,,,,,,,,,74%,low,
,,,,,,,,,,,,,,,,,,,,,,82%,low,
,,,,,,,,,,,,,,,,,,,,,,36%,low,
,,,,,,,,,,,,,,,,,,,,,,89%,low,
,,,,,,,,,,,,,,,,,,,,,,78%,low,
,,,,,,,,,,,,,,,,,,,,,,81%,medium,
,,,,,,,,,,,,,,,,,,,,,,61%,medium,
,,,,,,,,,,,,,,,,,,,,,,23%,medium,
,,,,,,,,,,,,,,,,,,,,,,73%,medium,
,,,,,,,,,,,,,,,,,,,,,,40%,medium,
,,,,,,,,,,,,,,,,,,,,,,99%,medium,
,,,,,,,,,,,,,,,,,,,,,,62%,medium,
,,,,,,,,,,,,,,,,,,,,,,61%,medium,
,,,,,,,,,,,,,,,,,,,,,,90%,medium,
,,,,,,,,,,,,,,,,,,,,,,93%,medium,
,,,,,,,,,,,,,,,,,,,,,,52%,medium,
,,,,,,,,,,,,,,,,,,,,,,77%,medium,
,,,,,,,,,,,,,,,,,,,,,,59%,high,
,,,,,,,,,,,,,,,,,,,,,,51%,low,
,,,,,,,,,,,,,,,,,,,,,,67%,medium,
,,,,,,,,,,,,,,,,,,,,,,95%,medium,
,,,,,,,,,,,,,,,,,,,,,,75%,medium,
,,,,,,,,,,,,,,,,,,,,,,54%,medium,
,,,,,,,,,,,,,,,,,,,,,,45%,low,
,,,,,,,,,,,,,,,,,,,,,,66%,low,
,,,,,,,,,,,,,,,,,,,,,,36%,low,
,,,,,,,,,,,,,,,,,,,,,,30%,low,
,,,,,,,,,,,,,,,,,,,,,,61%,low,
,,,,,,,,,,,,,,,,,,,,,,71%,low,
,,,,,,,,,,,,,,,,,,,,,,60%,low,
,,,,,,,,,,,,,,,,,,,,,,19%,low,
,,,,,,,,,,,,,,,,,,,,,,91%,medium,
,,,,,,,,,,,,,,,,,,,,,,98%,medium,
,,,,,,,,,,,,,,,,,,,,,,90%,medium,
,,,,,,,,,,,,,,,,,,,,,,73%,medium,
,,,,,,,,,,,,,,,,,,,,,,52%,medium,
,,,,,,,,,,,,,,,,,,,,,,77%,medium,
,,,,,,,,,,,,,,,,,,,,,,98%,medium,
,,,,,,,,,,,,,,,,,,,,,,79%,medium,
,,,,,,,,,,,,,,,,,,,,,,73%,medium,
,,,,,,,,,,,,,,,,,,,,,,97%,medium,
,,,,,,,,,,,,,,,,,,,,,,38%,medium,
,,,,,,,,,,,,,,,,,,,,,,59%,medium,
,,,,,,,,,,,,,,,,,,,,,,73%,medium,
,,,,,,,,,,,,,,,,,,,,,,84%,medium,
,,,,,,,,,,,,,,,,,,,,,,61%,medium,
,,,,,,,,,,,,,,,,,,,,,,79%,medium,
,,,,,,,,,,,,,,,,,,,,,,73%,medium,
,,,,,,,,,,,,,,,,,,,,,,22%,medium,
,,,,,,,,,,,,,,,,,,,,,,84%,medium,
,,,,,,,,,,,,,,,,,,,,,,21%,medium,
,,,,,,,,,,,,,,,,,,,,,,44%,medium,
,,,,,,,,,,,,,,,,,,,,,,20%,medium,
,,,,,,,,,,,,,,,,,,,,,,51%,medium,
,,,,,,,,,,,,,,,,,,,,,,55%,medium,
,,,,,,,,,,,,,,,,,,,,,,24%,medium,
,,,,,,,,,,,,,,,,,,,,,,65%,high,
,,,,,,,,,,,,,,,,,,,,,,44%,high,
,,,,,,,,,,,,,,,,,,,,,,98%,high,
,,,,,,,,,,,,,,,,,,,,,,69%,high,
,,,,,,,,,,,,,,,,,,,,,,71%,high,
,,,,,,,,,,,,,,,,,,,,,,54%,high,
,,,,,,,,,,,,,,,,,,,,,,77%,high,
,,,,,,,,,,,,,,,,,,,,,,53%,high,
,,,,,,,,,,,,,,,,,,,,,,64%,high,
,,,,,,,,,,,,,,,,,,,,,,69%,high,
,,,,,,,,,,,,,,,,,,,,,,93%,high,
,,,,,,,,,,,,,,,,,,,,,,58%,high,
,,,,,,,,,,,,,,,,,,,,,,33%,low,
,,,,,,,,,,,,,,,,,,,,,,95%,low,
,,,,,,,,,,,,,,,,,,,,,,65%,low,
,,,,,,,,,,,,,,,,,,,,,,90%,low,
,,,,,,,,,,,,,,,,,,,,,,59%,low,
,,,,,,,,,,,,,,,,,,,,,,88%,low,
,,,,,,,,,,,,,,,,,,,,,,63%,low,
,,,,,,,,,,,,,,,,,,,,,,53%,low,
,,,,,,,,,,,,,,,,,,,,,,63%,low,
,,,,,,,,,,,,,,,,,,,,,,96%,low,
,,,,,,,,,,,,,,,,,,,,,,70%,low,
,,,,,,,,,,,,,,,,,,,,,,73%,low,
,,,,,,,,,,,,,,,,,,,,,,94%,low,
,,,,,,,,,,,,,,,,,,,,,,82%,low,
,,,,,,,,,,,,,,,,,,,,,,44%,low,
,,,,,,,,,,,,,,,,,,,,,,58%,medium,
,,,,,,,,,,,,,,,,,,,,,,55%,medium,
,,,,,,,,,,,,,,,,,,,,,,92%,medium,
,,,,,,,,,,,,,,,,,,,,,,91%,medium,
,,,,,,,,,,,,,,,,,,,,,,69%,medium,
,,,,,,,,,,,,,,,,,,,,,,23%,medium,
,,,,,,,,,,,,,,,,,,,,,,21%,medium,
,,,,,,,,,,,,,,,,,,,,,,51%,medium,
,,,,,,,,,,,,,,,,,,,,,,73%,medium,
,,,,,,,,,,,,,,,,,,,,,,65%,medium,
,,,,,,,,,,,,,,,,,,,,,,64%,medium,
,,,,,,,,,,,,,,,,,,,,,,77%,medium,
,,,,,,,,,,,,,,,,,,,,,,71%,high,
,,,,,,,,,,,,,,,,,,,,,,20%,high,
,,,,,,,,,,,,,,,,,,,,,,99%,high,
,,,,,,,,,,,,,,,,,,,,,,77%,high,
,,,,,,,,,,,,,,,,,,,,,,80%,high,
,,,,,,,,,,,,,,,,,,,,,,97%,high,
,,,,,,,,,,,,,,,,,,,,,,89%,high,
,,,,,,,,,,,,,,,,,,,,,,97%,high,
,,,,,,,,,,,,,,,,,,,,,,23%,low,
,,,,,,,,,,,,,,,,,,,,,,60%,low,
,,,,,,,,,,,,,,,,,,,,,,52%,low,
,,,,,,,,,,,,,,,,,,,,,,86%,low,
,,,,,,,,,,,,,,,,,,,,,,86%,low,
,,,,,,,,,,,,,,,,,,,,,,76%,low,
,,,,,,,,,,,,,,,,,,,,,,79%,low,
,,,,,,,,,,,,,,,,,,,,,,35%,low,
,,,,,,,,,,,,,,,,,,,,,,100%,medium,
,,,,,,,,,,,,,,,,,,,,,,20%,medium,
,,,,,,,,,,,,,,,,,,,,,,57%,medium,
,,,,,,,,,,,,,,,,,,,,,,23%,medium,
,,,,,,,,,,,,,,,,,,,,,,82%,medium,
,,,,,,,,,,,,,,,,,,,,,,98%,medium,
,,,,,,,,,,,,,,,,,,,,,,52%,medium,
,,,,,,,,,,,,,,,,,,,,,,96%,medium,
,,,,,,,,,,,,,,,,,,,,,,69%,medium,
,,,,,,,,,,,,,,,,,,,,,,92%,medium,
,,,,,,,,,,,,,,,,,,,,,,91%,medium,
,,,,,,,,,,,,,,,,,,,,,,85%,medium,
,,,,,,,,,,,,,,,,,,,,,,91%,medium,
,,,,,,,,,,,,,,,,,,,,,,79%,medium,
,,,,,,,,,,,,,,,,,,,,,,74%,medium,
,,,,,,,,,,,,,,,,,,,,,,73%,medium,
,,,,,,,,,,,,,,,,,,,,,,55%,medium,
,,,,,,,,,,,,,,,,,,,,,,79%,medium,
,,,,,,,,,,,,,,,,,,,,,,53%,medium,
,,,,,,,,,,,,,,,,,,,,,,70%,medium,
,,,,,,,,,,,,,,,,,,,,,,74%,medium,
,,,,,,,,,,,,,,,,,,,,,,95%,medium,
,,,,,,,,,,,,,,,,,,,,,,49%,medium,
,,,,,,,,,,,,,,,,,,,,,,79%,high,
,,,,,,,,,,,,,,,,,,,,,,99%,low,
,,,,,,,,,,,,,,,,,,,,,,56%,medium,
,,,,,,,,,,,,,,,,,,,,,,70%,medium,
,,,,,,,,,,,,,,,,,,,,,,93%,medium,
,,,,,,,,,,,,,,,,,,,,,,46%,medium,
,,,,,,,,,,,,,,,,,,,,,,24%,medium,
,,,,,,,,,,,,,,,,,,,,,,32%,medium,
,,,,,,,,,,,,,,,,,,,,,,50%,medium,
,,,,,,,,,,,,,,,,,,,,,,58%,medium,
,,,,,,,,,,,,,,,,,,,,,,83%,medium,
,,,,,,,,,,,,,,,,,,,,,,57%,medium,
,,,,,,,,,,,,,,,,,,,,,,51%,low,
,,,,,,,,,,,,,,,,,,,,,,65%,low,
,,,,,,,,,,,,,,,,,,,,,,52%,low,
,,,,,,,,,,,,,,,,,,,,,,77%,low,
,,,,,,,,,,,,,,,,,,,,,,42%,low,
,,,,,,,,,,,,,,,,,,,,,,68%,low,
,,,,,,,,,,,,,,,,,,,,,,83%,low,
,,,,,,,,,,,,,,,,,,,,,,66%,high,
,,,,,,,,,,,,,,,,,,,,,,75%,low,
,,,,,,,,,,,,,,,,,,,,,,65%,high,
,,,,,,,,,,,,,,,,,,,,,,49%,high,
,,,,,,,,,,,,,,,,,,,,,,77%,low,
,,,,,,,,,,,,,,,,,,,,,,65%,low,
,,,,,,,,,,,,,,,,,,,,,,65%,high,
,,,,,,,,,,,,,,,,,,,,,,44%,low,
,,,,,,,,,,,,,,,,,,,,,,61%,medium,
,,,,,,,,,,,,,,,,,,,,,,98%,high,
,,,,,,,,,,,,,,,,,,,,,,68%,medium,
,,,,,,,,,,,,,,,,,,,,,,58%,medium,
,,,,,,,,,,,,,,,,,,,,,,81%,medium,
,,,,,,,,,,,,,,,,,,,,,,76%,medium,
,,,,,,,,,,,,,,,,,,,,,,14%,high,
,,,,,,,,,,,,,,,,,,,,,,49%,medium,
,,,,,,,,,,,,,,,,,,,,,,97%,medium,
,,,,,,,,,,,,,,,,,,,,,,91%,medium,
,,,,,,,,,,,,,,,,,,,,,,15%,high,
,,,,,,,,,,,,,,,,,,,,,,82%,medium,
,,,,,,,,,,,,,,,,,,,,,,67%,high,
,,,,,,,,,,,,,,,,,,,,,,50%,low,
,,,,,,,,,,,,,,,,,,,,,,57%,medium,
,,,,,,,,,,,,,,,,,,,,,,99%,medium,
,,,,,,,,,,,,,,,,,,,,,,97%,medium,
,,,,,,,,,,,,,,,,,,,,,,93%,medium,
,,,,,,,,,,,,,,,,,,,,,,62%,low,
,,,,,,,,,,,,,,,,,,,,,,62%,low,
,,,,,,,,,,,,,,,,,,,,,,96%,low,
,,,,,,,,,,,,,,,,,,,,,,98%,low,
,,,,,,,,,,,,,,,,,,,,,,52%,low,
,,,,,,,,,,,,,,,,,,,,,,56%,low,
,,,,,,,,,,,,,,,,,,,,,,14%,low,
,,,,,,,,,,,,,,,,,,,,,,29%,low,
,,,,,,,,,,,,,,,,,,,,,,76%,low,
,,,,,,,,,,,,,,,,,,,,,,39%,low,
,,,,,,,,,,,,,,,,,,,,,,96%,high,
,,,,,,,,,,,,,,,,,,,,,,84%,low,
,,,,,,,,,,,,,,,,,,,,,,81%,low,
,,,,,,,,,,,,,,,,,,,,,,51%,low,
,,,,,,,,,,,,,,,,,,,,,,87%,low,
,,,,,,,,,,,,,,,,,,,,,,94%,high,
,,,,,,,,,,,,,,,,,,,,,,69%,low,
,,,,,,,,,,,,,,,,,,,,,,44%,low,
,,,,,,,,,,,,,,,,,,,,,,85%,low,
,,,,,,,,,,,,,,,,,,,,,,18%,high,
,,,,,,,,,,,,,,,,,,,,,,91%,low,
,,,,,,,,,,,,,,,,,,,,,,81%,medium,
,,,,,,,,,,,,,,,,,,,,,,82%,high,
,,,,,,,,,,,,,,,,,,,,,,48%,medium,
,,,,,,,,,,,,,,,,,,,,,,92%,high,
,,,,,,,,,,,,,,,,,,,,,,94%,medium,
,,,,,,,,,,,,,,,,,,,,,,100%,medium,
,,,,,,,,,,,,,,,,,,,,,,96%,medium,
,,,,,,,,,,,,,,,,,,,,,,24%,medium,
,,,,,,,,,,,,,,,,,,,,,,62%,medium,
,,,,,,,,,,,,,,,,,,,,,,55%,medium,
,,,,,,,,,,,,,,,,,,,,,,82%,medium,
,,,,,,,,,,,,,,,,,,,,,,62%,medium,
,,,,,,,,,,,,,,,,,,,,,,61%,high,
,,,,,,,,,,,,,,,,,,,,,,72%,low,
,,,,,,,,,,,,,,,,,,,,,,45%,medium,
,,,,,,,,,,,,,,,,,,,,,,51%,medium,
,,,,,,,,,,,,,,,,,,,,,,42%,medium,
,,,,,,,,,,,,,,,,,,,,,,69%,medium,
,,,,,,,,,,,,,,,,,,,,,,61%,medium,
,,,,,,,,,,,,,,,,,,,,,,50%,medium,
,,,,,,,,,,,,,,,,,,,,,,25%,medium,
,,,,,,,,,,,,,,,,,,,,,,88%,medium,
,,,,,,,,,,,,,,,,,,,,,,81%,medium,
,,,,,,,,,,,,,,,,,,,,,,75%,high,
,,,,,,,,,,,,,,,,,,,,,,77%,low,
,,,,,,,,,,,,,,,,,,,,,,55%,low,
,,,,,,,,,,,,,,,,,,,,,,70%,low,
,,,,,,,,,,,,,,,,,,,,,,96%,high,
,,,,,,,,,,,,,,,,,,,,,,18%,low,
,,,,,,,,,,,,,,,,,,,,,,22%,low,
,,,,,,,,,,,,,,,,,,,,,,95%,low,
,,,,,,,,,,,,,,,,,,,,,,37%,high,
,,,,,,,,,,,,,,,,,,,,,,84%,low,
,,,,,,,,,,,,,,,,,,,,,,80%,low,
,,,,,,,,,,,,,,,,,,,,,,57%,low,
,,,,,,,,,,,,,,,,,,,,,,98%,low,
,,,,,,,,,,,,,,,,,,,,,,95%,low,
,,,,,,,,,,,,,,,,,,,,,,80%,low,
,,,,,,,,,,,,,,,,,,,,,,52%,low,
,,,,,,,,,,,,,,,,,,,,,,31%,medium,
,,,,,,,,,,,,,,,,,,,,,,71%,medium,
,,,,,,,,,,,,,,,,,,,,,,71%,medium,
,,,,,,,,,,,,,,,,,,,,,,50%,medium,
,,,,,,,,,,,,,,,,,,,,,,95%,medium,
,,,,,,,,,,,,,,,,,,,,,,95%,medium,
,,,,,,,,,,,,,,,,,,,,,,65%,medium,
,,,,,,,,,,,,,,,,,,,,,,94%,medium,
,,,,,,,,,,,,,,,,,,,,,,72%,medium,
,,,,,,,,,,,,,,,,,,,,,,94%,medium,
,,,,,,,,,,,,,,,,,,,,,,79%,medium,
,,,,,,,,,,,,,,,,,,,,,,60%,medium,
,,,,,,,,,,,,,,,,,,,,,,62%,high,
,,,,,,,,,,,,,,,,,,,,,,94%,low,
,,,,,,,,,,,,,,,,,,,,,,24%,medium,
,,,,,,,,,,,,,,,,,,,,,,17%,medium,
,,,,,,,,,,,,,,,,,,,,,,66%,medium,
,,,,,,,,,,,,,,,,,,,,,,65%,medium,
,,,,,,,,,,,,,,,,,,,,,,51%,low,
,,,,,,,,,,,,,,,,,,,,,,41%,low,
,,,,,,,,,,,,,,,,,,,,,,98%,low,
,,,,,,,,,,,,,,,,,,,,,,96%,low,
,,,,,,,,,,,,,,,,,,,,,,55%,low,
,,,,,,,,,,,,,,,,,,,,,,99%,low,
,,,,,,,,,,,,,,,,,,,,,,51%,low,
,,,,,,,,,,,,,,,,,,,,,,74%,low,
,,,,,,,,,,,,,,,,,,,,,,81%,low,
,,,,,,,,,,,,,,,,,,,,,,51%,low,
,,,,,,,,,,,,,,,,,,,,,,53%,low,
,,,,,,,,,,,,,,,,,,,,,,67%,low,
,,,,,,,,,,,,,,,,,,,,,,68%,low,
,,,,,,,,,,,,,,,,,,,,,,69%,low,
,,,,,,,,,,,,,,,,,,,,,,71%,low,
,,,,,,,,,,,,,,,,,,,,,,64%,low,
,,,,,,,,,,,,,,,,,,,,,,62%,low,
,,,,,,,,,,,,,,,,,,,,,,81%,low,
,,,,,,,,,,,,,,,,,,,,,,84%,low,
,,,,,,,,,,,,,,,,,,,,,,100%,low,
,,,,,,,,,,,,,,,,,,,,,,72%,low,
,,,,,,,,,,,,,,,,,,,,,,57%,medium,
,,,,,,,,,,,,,,,,,,,,,,73%,medium,
,,,,,,,,,,,,,,,,,,,,,,91%,medium,
,,,,,,,,,,,,,,,,,,,,,,98%,medium,
,,,,,,,,,,,,,,,,,,,,,,58%,medium,
,,,,,,,,,,,,,,,,,,,,,,73%,medium,
,,,,,,,,,,,,,,,,,,,,,,96%,medium,
,,,,,,,,,,,,,,,,,,,,,,57%,medium,
,,,,,,,,,,,,,,,,,,,,,,77%,medium,
,,,,,,,,,,,,,,,,,,,,,,30%,medium,
,,,,,,,,,,,,,,,,,,,,,,85%,medium,
,,,,,,,,,,,,,,,,,,,,,,49%,medium,
,,,,,,,,,,,,,,,,,,,,,,77%,high,
,,,,,,,,,,,,,,,,,,,,,,100%,low,
,,,,,,,,,,,,,,,,,,,,,,85%,medium,
,,,,,,,,,,,,,,,,,,,,,,87%,medium,
,,,,,,,,,,,,,,,,,,,,,,90%,medium,
,,,,,,,,,,,,,,,,,,,,,,71%,medium,
,,,,,,,,,,,,,,,,,,,,,,59%,low,
,,,,,,,,,,,,,,,,,,,,,,85%,low,
,,,,,,,,,,,,,,,,,,,,,,72%,low,
,,,,,,,,,,,,,,,,,,,,,,73%,low,
,,,,,,,,,,,,,,,,,,,,,,90%,low,
,,,,,,,,,,,,,,,,,,,,,,59%,low,
,,,,,,,,,,,,,,,,,,,,,,52%,low,
,,,,,,,,,,,,,,,,,,,,,,85%,low,
,,,,,,,,,,,,,,,,,,,,,,35%,low,
,,,,,,,,,,,,,,,,,,,,,,70%,low,
,,,,,,,,,,,,,,,,,,,,,,58%,low,
,,,,,,,,,,,,,,,,,,,,,,89%,low,
,,,,,,,,,,,,,,,,,,,,,,54%,low,
,,,,,,,,,,,,,,,,,,,,,,55%,low,
,,,,,,,,,,,,,,,,,,,,,,77%,low,
,,,,,,,,,,,,,,,,,,,,,,55%,low,
,,,,,,,,,,,,,,,,,,,,,,60%,low,
,,,,,,,,,,,,,,,,,,,,,,75%,low,
,,,,,,,,,,,,,,,,,,,,,,57%,low,
,,,,,,,,,,,,,,,,,,,,,,69%,low,
,,,,,,,,,,,,,,,,,,,,,,87%,low,
,,,,,,,,,,,,,,,,,,,,,,69%,medium,
,,,,,,,,,,,,,,,,,,,,,,58%,medium,
,,,,,,,,,,,,,,,,,,,,,,87%,medium,
,,,,,,,,,,,,,,,,,,,,,,71%,medium,
,,,,,,,,,,,,,,,,,,,,,,74%,medium,
,,,,,,,,,,,,,,,,,,,,,,75%,medium,
,,,,,,,,,,,,,,,,,,,,,,50%,medium,
,,,,,,,,,,,,,,,,,,,,,,59%,medium,
,,,,,,,,,,,,,,,,,,,,,,81%,medium,
,,,,,,,,,,,,,,,,,,,,,,34%,medium,
,,,,,,,,,,,,,,,,,,,,,,53%,medium,
,,,,,,,,,,,,,,,,,,,,,,94%,medium,
,,,,,,,,,,,,,,,,,,,,,,76%,high,
,,,,,,,,,,,,,,,,,,,,,,20%,low,
,,,,,,,,,,,,,,,,,,,,,,97%,medium,
,,,,,,,,,,,,,,,,,,,,,,96%,medium,
,,,,,,,,,,,,,,,,,,,,,,81%,medium,
,,,,,,,,,,,,,,,,,,,,,,20%,medium,
,,,,,,,,,,,,,,,,,,,,,,53%,low,
,,,,,,,,,,,,,,,,,,,,,,75%,low,
,,,,,,,,,,,,,,,,,,,,,,55%,low,
,,,,,,,,,,,,,,,,,,,,,,58%,low,
,,,,,,,,,,,,,,,,,,,,,,99%,low,
,,,,,,,,,,,,,,,,,,,,,,96%,low,
,,,,,,,,,,,,,,,,,,,,,,82%,low,
,,,,,,,,,,,,,,,,,,,,,,88%,low,
,,,,,,,,,,,,,,,,,,,,,,78%,low,
,,,,,,,,,,,,,,,,,,,,,,46%,low,
,,,,,,,,,,,,,,,,,,,,,,88%,low,
,,,,,,,,,,,,,,,,,,,,,,91%,low,
,,,,,,,,,,,,,,,,,,,,,,60%,low,
,,,,,,,,,,,,,,,,,,,,,,82%,low,
,,,,,,,,,,,,,,,,,,,,,,67%,low,
,,,,,,,,,,,,,,,,,,,,,,55%,low,
,,,,,,,,,,,,,,,,,,,,,,73%,low,
,,,,,,,,,,,,,,,,,,,,,,59%,low,
,,,,,,,,,,,,,,,,,,,,,,40%,low,
,,,,,,,,,,,,,,,,,,,,,,56%,low,
,,,,,,,,,,,,,,,,,,,,,,87%,low,
,,,,,,,,,,,,,,,,,,,,,,50%,medium,
,,,,,,,,,,,,,,,,,,,,,,98%,medium,
,,,,,,,,,,,,,,,,,,,,,,71%,medium,
,,,,,,,,,,,,,,,,,,,,,,72%,medium,
,,,,,,,,,,,,,,,,,,,,,,50%,medium,
